,p_steam,Theta,CAH,N_s,alpha,bond
1163,1565.4541015625,57.0458984375,6.51904296875,572754.3334960938,696153.841825865,0.2890404301435167
1164,1565.4541015625,57.0458984375,48.49853515625,407715.43603515625,486997.1031733046,2.0878244386250926
1165,1565.4541015625,27.6611328125,6.51904296875,407715.43603515625,269716.1808738466,1.2417593874805142
1166,2846.4599609375,57.0458984375,6.51904296875,407715.43603515625,837426.2027845337,0.2890404301435168
1167,2846.4599609375,27.6611328125,48.49853515625,407715.43603515625,251194.42052371168,8.969594996750647
1168,2846.4599609375,27.6611328125,6.51904296875,572754.3334960938,355094.6514340803,1.2417593874805144
1169,2846.4599609375,27.6611328125,6.51904296875,407715.43603515625,349009.3555655244,1.2417593874805144
1170,4040.4541015625,142.0458984375,3.99853515625,72754.83349609375,506912.5227089131,0.01300715692308938
1171,371.4599609375,142.0458984375,3.99853515625,72754.83349609375,401947.24166539713,0.013007156923089382
1172,4040.4541015625,112.6611328125,3.99853515625,72754.83349609375,763063.4522839319,0.03662131867645512
1173,4040.4541015625,142.0458984375,51.01904296875,72754.83349609375,333913.48436708027,0.16056757655457993
1174,4040.4541015625,142.0458984375,3.99853515625,907714.9360351562,1058570.9888373169,0.01300715692308938
1175,4040.4541015625,112.6611328125,51.01904296875,907714.9360351562,950861.9511539402,0.4520739178346711
1176,371.4599609375,142.0458984375,51.01904296875,907714.9360351562,437974.6225024664,0.16056757655457993
1177,371.4599609375,112.6611328125,3.99853515625,907714.9360351562,734605.0108085623,0.03662131867645512
1178,371.4599609375,112.6611328125,51.01904296875,72754.83349609375,340293.0965416992,0.4520739178346712
1179,371.4599609375,112.6611328125,51.01904296875,907714.9360351562,483685.8130589806,0.4520739178346712
1180,2802.9541015625,14.5458984375,70.74853515625,822754.0834960938,90794.9283589265,56.02367288584691
1181,1608.9599609375,14.5458984375,70.74853515625,822754.0834960938,70073.31900765555,56.0236728858469
1182,2802.9541015625,155.1611328125,70.74853515625,822754.0834960938,469909.1911759154,0.10156237097970522
1183,2802.9541015625,14.5458984375,28.76904296875,822754.0834960938,108098.53760618417,19.629875042880233
1184,2802.9541015625,14.5458984375,70.74853515625,657715.1860351562,90272.04741248833,56.02367288584691
1185,2802.9541015625,155.1611328125,28.76904296875,657715.1860351562,512601.57172504824,0.042123158535152055
1186,1608.9599609375,14.5458984375,28.76904296875,657715.1860351562,83007.2244435264,19.629875042880226
1187,1608.9599609375,155.1611328125,70.74853515625,657715.1860351562,420338.10094743484,0.10156237097970522
1188,1608.9599609375,155.1611328125,28.76904296875,822754.0834960938,514612.49078738847,0.042123158535152035
1189,1608.9599609375,155.1611328125,28.76904296875,657715.1860351562,486637.7055219618,0.042123158535152035
1190,327.9541015625,99.5458984375,26.24853515625,322754.58349609375,447845.7913938613,0.3383405395662993
1191,4083.9599609375,99.5458984375,26.24853515625,322754.58349609375,898798.4908816483,0.3383405395662994
1192,327.9541015625,70.1611328125,26.24853515625,322754.58349609375,345205.37884672405,0.7516705151755937
1193,327.9541015625,99.5458984375,73.26904296875,322754.58349609375,381351.6639212592,0.8891362480075019
1194,327.9541015625,99.5458984375,26.24853515625,157715.68603515625,411481.0198884563,0.3383405395662993
1195,327.9541015625,70.1611328125,73.26904296875,157715.68603515625,277836.2916655491,1.9753397049546577
1196,4083.9599609375,99.5458984375,73.26904296875,157715.68603515625,643190.5644482761,0.8891362480075016
1197,4083.9599609375,70.1611328125,26.24853515625,157715.68603515625,738106.8805965009,0.7516705151755941
1198,4083.9599609375,70.1611328125,73.26904296875,322754.58349609375,715613.1902882386,1.9753397049546582
1199,4083.9599609375,70.1611328125,73.26904296875,157715.68603515625,628444.5110812593,1.9753397049546582
1200,250.6103515625,49.0771484375,8.17041015625,150879.75537109375,233738.39447031668,0.49172951157838707
1201,294.1162109375,49.0771484375,8.17041015625,150879.75537109375,251667.61547547832,0.4917295115783871
1202,250.6103515625,51.5673828125,8.17041015625,150879.75537109375,248766.1117922375,0.44480844352123117
1203,250.6103515625,49.0771484375,32.94091796875,150879.75537109375,185860.15073777083,1.9569883259853242
1204,250.6103515625,49.0771484375,8.17041015625,48340.79541015625,217419.2106242271,0.49172951157838707
1205,250.6103515625,51.5673828125,32.94091796875,48340.79541015625,183374.85667121282,1.7702515524777214
1206,294.1162109375,49.0771484375,32.94091796875,48340.79541015625,185404.41268655247,1.9569883259853245
1207,294.1162109375,51.5673828125,8.17041015625,48340.79541015625,247085.33851547787,0.44480844352123117
1208,294.1162109375,51.5673828125,32.94091796875,150879.75537109375,212828.19393257273,1.7702515524777216
1209,294.1162109375,51.5673828125,32.94091796875,48340.79541015625,196471.1646970217,1.7702515524777216
1210,2725.6103515625,134.0771484375,52.67041015625,650879.2553710938,688096.6287103944,0.23319503917722828
1211,2769.1162109375,134.0771484375,52.67041015625,650879.2553710938,689567.7913483559,0.2331950391772282
1212,2725.6103515625,136.5673828125,52.67041015625,650879.2553710938,665827.1105796306,0.2110135368198737
1213,2725.6103515625,134.0771484375,77.44091796875,650879.2553710938,649834.2963082874,0.32881254469413296
1214,2725.6103515625,134.0771484375,52.67041015625,548340.2954101562,660704.2019003462,0.23319503917722828
1215,2725.6103515625,136.5673828125,77.44091796875,548340.2954101562,603316.5371209788,0.2975359092176915
1216,2769.1162109375,134.0771484375,77.44091796875,548340.2954101562,625233.6510032624,0.3288125446941328
1217,2769.1162109375,136.5673828125,52.67041015625,548340.2954101562,640068.8973656717,0.21101353681987373
1218,2769.1162109375,136.5673828125,77.44091796875,650879.2553710938,630080.6116599628,0.2975359092176914
1219,2769.1162109375,136.5673828125,77.44091796875,548340.2954101562,604479.351968244,0.2975359092176914
1220,3963.1103515625,6.5771484375,30.42041015625,400879.50537109375,34733.737552061866,120.5154607417889
1221,4006.6162109375,6.5771484375,30.42041015625,400879.50537109375,34909.18740435236,120.51546074178894
1222,3963.1103515625,94.0673828125,30.42041015625,400879.50537109375,922497.3889917536,0.4506821518507983
1223,3963.1103515625,6.5771484375,10.69091796875,400879.50537109375,42449.22520021292,36.005721256484016
1224,3963.1103515625,6.5771484375,30.42041015625,798340.0454101562,35138.96426783585,120.5154607417889
1225,3963.1103515625,94.0673828125,10.69091796875,798340.0454101562,1243580.452390599,0.16003064317849314
1226,4006.6162109375,6.5771484375,10.69091796875,798340.0454101562,43163.328079893654,36.00572125648402
1227,4006.6162109375,94.0673828125,30.42041015625,798340.0454101562,1049251.7214341245,0.4506821518507984
1228,4006.6162109375,94.0673828125,10.69091796875,400879.50537109375,1098271.2000566209,0.16003064317849316
1229,4006.6162109375,94.0673828125,10.69091796875,798340.0454101562,1246621.4486672452,0.16003064317849316
1230,1488.1103515625,91.5771484375,74.92041015625,900879.0053710938,701778.5404131195,1.114707645676216
1231,1531.6162109375,91.5771484375,74.92041015625,900879.0053710938,708339.4075629899,1.114707645676216
1232,1488.1103515625,9.0673828125,74.92041015625,900879.0053710938,30361.50998119865,201.28950941533603
1233,1488.1103515625,91.5771484375,55.19091796875,900879.0053710938,734329.5964807866,0.8489849223507897
1234,1488.1103515625,91.5771484375,74.92041015625,298340.54541015625,603632.6980590682,1.114707645676216
1235,1488.1103515625,9.0673828125,55.19091796875,298340.54541015625,32138.84663861408,127.63836190469746
1236,1531.6162109375,91.5771484375,55.19091796875,298340.54541015625,636617.4277657564,0.84898492235079
1237,1531.6162109375,9.0673828125,74.92041015625,298340.54541015625,30214.06742891074,201.28950941533603
1238,1531.6162109375,9.0673828125,55.19091796875,900879.0053710938,33214.582999533246,127.63836190469742
1239,1531.6162109375,9.0673828125,55.19091796875,298340.54541015625,32590.5057772787,127.63836190469742
1240,2106.8603515625,27.8271484375,63.79541015625,775879.1303710938,219823.48185616042,11.46090048777102
1241,2150.3662109375,27.8271484375,63.79541015625,775879.1303710938,221804.04462473758,11.460900487771017
1242,2106.8603515625,72.8173828125,63.79541015625,775879.1303710938,690245.5353705602,1.6166444167881966
1243,2106.8603515625,27.8271484375,21.81591796875,775879.1303710938,261001.2607755063,4.083490021977786
1244,2106.8603515625,27.8271484375,63.79541015625,923339.9204101562,221302.07750597465,11.46090048777102
1245,2106.8603515625,72.8173828125,21.81591796875,923339.9204101562,833141.2576725851,0.5789517409055175
1246,2150.3662109375,27.8271484375,21.81591796875,923339.9204101562,265136.2048031034,4.083490021977785
1247,2150.3662109375,72.8173828125,63.79541015625,923339.9204101562,707161.3643044649,1.6166444167881964
1248,2150.3662109375,72.8173828125,21.81591796875,775879.1303710938,824591.7699602921,0.5789517409055173
1249,2150.3662109375,72.8173828125,21.81591796875,923339.9204101562,839003.717355866,0.5789517409055173
1250,4581.8603515625,112.8271484375,19.29541015625,275879.63037109375,862921.5852440066,0.1751101599179142
1251,4625.3662109375,112.8271484375,19.29541015625,275879.63037109375,863847.8371902024,0.17511015991791426
1252,4581.8603515625,157.8173828125,19.29541015625,275879.63037109375,402479.23672213004,0.022905197726342093
1253,4581.8603515625,112.8271484375,66.31591796875,275879.63037109375,708699.1451693363,0.5714932260651169
1254,4581.8603515625,112.8271484375,19.29541015625,423340.42041015625,960287.2889865511,0.1751101599179142
1255,4581.8603515625,157.8173828125,66.31591796875,423340.42041015625,374310.02036290785,0.07806446391476034
1256,4625.3662109375,112.8271484375,66.31591796875,423340.42041015625,789617.4450159956,0.5714932260651171
1257,4625.3662109375,157.8173828125,19.29541015625,423340.42041015625,459189.62029649003,0.0229051977263421
1258,4625.3662109375,157.8173828125,66.31591796875,275879.63037109375,328348.3171482691,0.07806446391476038
1259,4625.3662109375,157.8173828125,66.31591796875,423340.42041015625,374461.2472317687,0.07806446391476038
1260,3344.3603515625,70.3271484375,86.04541015625,525879.3803710938,713162.1166297649,2.247396990822958
1261,3387.8662109375,70.3271484375,86.04541015625,525879.3803710938,715846.5582359245,2.2473969908229576
1262,3344.3603515625,115.3173828125,86.04541015625,525879.3803710938,750484.9423690605,0.6645137293193201
1263,3344.3603515625,70.3271484375,44.06591796875,525879.3803710938,787851.712029805,1.2356777458028465
1264,3344.3603515625,70.3271484375,86.04541015625,173340.67041015625,598830.2015046648,2.247396990822958
1265,3344.3603515625,115.3173828125,44.06591796875,173340.67041015625,630651.7997884845,0.3653670581803433
1266,3387.8662109375,70.3271484375,44.06591796875,173340.67041015625,663563.1806144952,1.2356777458028465
1267,3387.8662109375,115.3173828125,86.04541015625,173340.67041015625,571717.1766000276,0.6645137293193196
1268,3387.8662109375,115.3173828125,44.06591796875,525879.3803710938,830792.2746358231,0.3653670581803432
1269,3387.8662109375,115.3173828125,44.06591796875,173340.67041015625,631573.4377852528,0.3653670581803432
1270,869.3603515625,155.3271484375,41.54541015625,25879.88037109375,166849.51899272398,0.059375409268108026
1271,912.8662109375,155.3271484375,41.54541015625,25879.88037109375,167344.50172016255,0.05937540926810803
1272,869.3603515625,30.3173828125,41.54541015625,25879.88037109375,147476.1073218184,6.4462246415597635
1273,869.3603515625,155.3271484375,88.56591796875,25879.88037109375,146767.97056676054,0.1285199335446353
1274,869.3603515625,155.3271484375,41.54541015625,673340.1704101562,423654.5002425132,0.059375409268108026
1275,869.3603515625,30.3173828125,88.56591796875,673340.1704101562,157068.35495318525,13.222481227574791
1276,912.8662109375,155.3271484375,88.56591796875,673340.1704101562,375344.8840662037,0.12851993354463537
1277,912.8662109375,30.3173828125,41.54541015625,673340.1704101562,181086.51894996455,6.446224641559763
1278,912.8662109375,30.3173828125,88.56591796875,25879.88037109375,133504.5757601273,13.22248122757479
1279,912.8662109375,30.3173828125,88.56591796875,673340.1704101562,160689.72535184212,13.22248122757479
1280,1178.7353515625,17.2021484375,80.48291015625,338379.56787109375,75290.90948720583,44.115361539622825
1281,3078.4912109375,17.2021484375,80.48291015625,338379.56787109375,116792.256207555,44.1153615396228
1282,1178.7353515625,19.6923828125,80.48291015625,338379.56787109375,93228.15659595508,31.918218929010184
1283,1178.7353515625,17.2021484375,16.25341796875,338379.56787109375,100020.9500706784,7.986385658623638
1284,1178.7353515625,17.2021484375,80.48291015625,985839.8579101562,77341.01198783093,44.115361539622825
1285,1178.7353515625,19.6923828125,16.25341796875,985839.8579101562,126493.44627108093,6.093882981992219
1286,3078.4912109375,17.2021484375,16.25341796875,985839.8579101562,160753.93473448616,7.986385658623639
1287,3078.4912109375,19.6923828125,80.48291015625,985839.8579101562,149554.8514287408,31.918218929010184
1288,3078.4912109375,19.6923828125,16.25341796875,338379.56787109375,189392.3294562231,6.093882981992219
1289,3078.4912109375,19.6923828125,16.25341796875,985839.8579101562,196990.51414382103,6.093882981992219
1290,3653.7353515625,102.2021484375,35.98291015625,838379.0678710938,1005969.8558502272,0.42943359451423335
1291,603.4912109375,102.2021484375,35.98291015625,838379.0678710938,594635.823322704,0.4294335945142333
1292,3653.7353515625,104.6923828125,35.98291015625,838379.0678710938,1001019.8705410024,0.40221968890279725
1293,3653.7353515625,102.2021484375,60.75341796875,838379.0678710938,926688.9580106268,0.703058539228593
1294,3653.7353515625,102.2021484375,35.98291015625,485840.35791015625,907506.137908938,0.42943359451423335
1295,3653.7353515625,104.6923828125,60.75341796875,485840.35791015625,829762.8119467929,0.6585045756582205
1296,603.4912109375,102.2021484375,60.75341796875,485840.35791015625,516752.95688600175,0.7030585392285926
1297,603.4912109375,104.6923828125,35.98291015625,485840.35791015625,563771.1274035842,0.4022196889027973
1298,603.4912109375,104.6923828125,60.75341796875,838379.0678710938,551641.9010921355,0.6585045756582206
1299,603.4912109375,104.6923828125,60.75341796875,485840.35791015625,519363.6683391794,0.6585045756582206
1300,4891.2353515625,59.7021484375,58.23291015625,88379.81787109375,554380.2303308616,2.253274171830833
1301,1840.9912109375,59.7021484375,58.23291015625,88379.81787109375,434089.9937389342,2.253274171830834
1302,4891.2353515625,147.1923828125,58.23291015625,88379.81787109375,313855.4675481099,0.13891827318017175
1303,4891.2353515625,59.7021484375,38.50341796875,88379.81787109375,591482.5837457324,1.5268552800798332
1304,4891.2353515625,59.7021484375,58.23291015625,235840.60791015625,663772.1415508878,2.253274171830833
1305,4891.2353515625,147.1923828125,38.50341796875,235840.60791015625,457569.6091431393,0.09413328460263465
1306,1840.9912109375,59.7021484375,38.50341796875,235840.60791015625,529108.4734527499,1.5268552800798327
1307,1840.9912109375,147.1923828125,58.23291015625,235840.60791015625,401044.89475793886,0.13891827318017172
1308,1840.9912109375,147.1923828125,38.50341796875,88379.81787109375,318872.0599099808,0.09413328460263462
1309,1840.9912109375,147.1923828125,38.50341796875,235840.60791015625,427873.12256005505,0.09413328460263462
1310,2416.2353515625,144.7021484375,13.73291015625,588379.3178710938,699987.3479955251,0.03904773180984795
1311,4315.9912109375,144.7021484375,13.73291015625,588379.3178710938,738867.3932295372,0.039047731809847955
1312,2416.2353515625,62.1923828125,13.73291015625,588379.3178710938,788223.686796414,0.5089460396657007
1313,2416.2353515625,144.7021484375,83.00341796875,588379.3178710938,525732.0499683701,0.21807895269922062
1314,2416.2353515625,144.7021484375,13.73291015625,735840.1079101562,739796.4898017438,0.03904773180984795
1315,2416.2353515625,62.1923828125,83.00341796875,735840.1079101562,605498.7566276259,2.820856981460812
1316,4315.9912109375,144.7021484375,83.00341796875,735840.1079101562,588821.7462357315,0.21807895269922067
1317,4315.9912109375,62.1923828125,13.73291015625,735840.1079101562,975557.9431224652,0.5089460396657008
1318,4315.9912109375,62.1923828125,83.00341796875,588379.3178710938,714720.1057534893,2.8208569814608127
1319,4315.9912109375,62.1923828125,83.00341796875,735840.1079101562,733551.0920330775,2.8208569814608127
1320,1797.4853515625,80.9521484375,24.85791015625,713379.1928710938,810689.9927092086,0.5233187089574616
1321,4934.7412109375,80.9521484375,24.85791015625,713379.1928710938,1078881.4554585502,0.5233187089574617
1322,1797.4853515625,40.9423828125,24.85791015625,713379.1928710938,402997.6114741203,2.1409619712195
1323,1797.4853515625,80.9521484375,27.37841796875,713379.1928710938,797984.6717079541,0.575415706558414
1324,1797.4853515625,80.9521484375,24.85791015625,110840.73291015625,609642.958543938,0.5233187089574616
1325,1797.4853515625,40.9423828125,27.37841796875,110840.73291015625,344139.38769681973,2.3540972724598377
1326,4934.7412109375,80.9521484375,27.37841796875,110840.73291015625,727667.932692648,0.5754157065584142
1327,4934.7412109375,40.9423828125,24.85791015625,110840.73291015625,490073.6369229825,2.140961971219501
1328,4934.7412109375,40.9423828125,27.37841796875,713379.1928710938,588482.8848178406,2.3540972724598386
1329,4934.7412109375,40.9423828125,27.37841796875,110840.73291015625,482394.3883949292,2.3540972724598386
1330,4272.4853515625,165.9521484375,69.35791015625,213379.69287109375,209595.27132594536,0.039471430307120005
1331,2459.7412109375,165.9521484375,69.35791015625,213379.69287109375,205679.2208925105,0.039471430307120005
1332,4272.4853515625,125.9423828125,69.35791015625,213379.69287109375,573277.1810827459,0.4003008810252595
1333,4272.4853515625,165.9521484375,71.87841796875,213379.69287109375,207933.49339245164,0.04140696470569743
1334,4272.4853515625,165.9521484375,69.35791015625,610840.2329101562,291101.8288853464,0.039471430307120005
1335,4272.4853515625,125.9423828125,71.87841796875,610840.2329101562,752860.7637638168,0.4129288277985732
1336,2459.7412109375,165.9521484375,71.87841796875,610840.2329101562,281719.4290864911,0.04140696470569744
1337,2459.7412109375,125.9423828125,69.35791015625,610840.2329101562,699995.819076845,0.40030088102525946
1338,2459.7412109375,125.9423828125,71.87841796875,213379.69287109375,539299.2515070059,0.4129288277985732
1339,2459.7412109375,125.9423828125,71.87841796875,610840.2329101562,696385.0551570246,0.4129288277985732
1340,3034.9853515625,38.4521484375,2.60791015625,963378.9428710938,680580.979111955,0.25679070012033217
1341,1222.2412109375,38.4521484375,2.60791015625,963378.9428710938,462401.10090296523,0.2567907001203322
1342,3034.9853515625,168.4423828125,2.60791015625,963378.9428710938,505767.15137606044,0.000872568886148507
1343,3034.9853515625,38.4521484375,5.12841796875,963378.9428710938,608252.532562378,0.5048502598526687
1344,3034.9853515625,38.4521484375,2.60791015625,860839.9829101562,676289.0470139696,0.25679070012033217
1345,3034.9853515625,168.4423828125,5.12841796875,860839.9829101562,437949.34992959216,0.0017154695583017753
1346,1222.2412109375,38.4521484375,5.12841796875,860839.9829101562,411349.925954609,0.504850259852669
1347,1222.2412109375,168.4423828125,2.60791015625,860839.9829101562,463007.2476675115,0.0008725688861485074
1348,1222.2412109375,168.4423828125,5.12841796875,963378.9428710938,426546.0771929675,0.0017154695583017758
1349,1222.2412109375,168.4423828125,5.12841796875,860839.9829101562,413900.2119099556,0.0017154695583017758
1350,559.9853515625,123.4521484375,47.10791015625,463379.44287109375,511925.5500443136,0.3047956579897624
1351,3697.2412109375,123.4521484375,47.10791015625,463379.44287109375,756589.0611101151,0.30479565798976244
1352,559.9853515625,83.4423828125,47.10791015625,463379.44287109375,469620.34802168526,0.9081412037487719
1353,559.9853515625,123.4521484375,49.62841796875,463379.44287109375,507768.5614513757,0.3200995761619286
1354,559.9853515625,123.4521484375,47.10791015625,360840.48291015625,491978.57206360396,0.3047956579897624
1355,559.9853515625,83.4423828125,49.62841796875,360840.48291015625,454980.2326988389,0.9537393555157856
1356,3697.2412109375,123.4521484375,49.62841796875,360840.48291015625,705122.1479877055,0.3200995761619287
1357,3697.2412109375,83.4423828125,47.10791015625,360840.48291015625,819585.1897644338,0.9081412037487724
1358,3697.2412109375,83.4423828125,49.62841796875,463379.44287109375,849302.9664527448,0.9537393555157858
1359,3697.2412109375,83.4423828125,49.62841796875,360840.48291015625,812927.0962044048,0.9537393555157858
1360,405.2978515625,43.7646484375,38.76416015625,557129.3491210938,207891.26638225958,2.8867176345844463
1361,1376.9287109375,43.7646484375,38.76416015625,557129.3491210938,360044.69408679707,2.886717634584445
1362,405.2978515625,131.2548828125,38.76416015625,557129.3491210938,473757.2570507393,0.19407814547594024
1363,405.2978515625,43.7646484375,74.65966796875,557129.3491210938,188064.899299369,5.2747562712195375
1364,405.2978515625,43.7646484375,38.76416015625,829590.0141601562,211014.45391780464,2.8867176345844463
1365,405.2978515625,131.2548828125,74.65966796875,829590.0141601562,452160.29958914453,0.3546293903813843
1366,1376.9287109375,43.7646484375,74.65966796875,829590.0141601562,332856.9469877958,5.274756271219536
1367,1376.9287109375,131.2548828125,38.76416015625,829590.0141601562,695774.4362131034,0.1940781454759402
1368,1376.9287109375,131.2548828125,74.65966796875,557129.3491210938,582428.2152747489,0.3546293903813842
1369,1376.9287109375,131.2548828125,74.65966796875,829590.0141601562,629335.1177030128,0.3546293903813842
1370,2880.2978515625,128.7646484375,83.26416015625,57129.84912109375,353734.79550784273,0.42467099257955004
1371,3851.9287109375,128.7646484375,83.26416015625,57129.84912109375,359924.48093114817,0.4246709925795499
1372,2880.2978515625,46.2548828125,83.26416015625,57129.84912109375,354618.0364116714,5.168618241434445
1373,2880.2978515625,128.7646484375,30.15966796875,57129.84912109375,413426.63930146326,0.16630579940169624
1374,2880.2978515625,128.7646484375,83.26416015625,329590.51416015625,584783.7722581339,0.42467099257955004
1375,2880.2978515625,46.2548828125,30.15966796875,329590.51416015625,514353.55664511706,2.024087360482782
1376,3851.9287109375,128.7646484375,30.15966796875,329590.51416015625,705428.7849135615,0.1663057994016962
1377,3851.9287109375,46.2548828125,83.26416015625,329590.51416015625,486881.7792178675,5.168618241434443
1378,3851.9287109375,46.2548828125,30.15966796875,57129.84912109375,448854.3640209356,2.024087360482782
1379,3851.9287109375,46.2548828125,30.15966796875,329590.51416015625,569123.4008708429,2.024087360482782
1380,4117.7978515625,86.2646484375,16.51416015625,807129.0991210938,1150511.3318849297,0.30265428924492815
1381,2614.4287109375,86.2646484375,16.51416015625,807129.0991210938,1020053.0823182357,0.3026542892449281
1382,4117.7978515625,88.7548828125,16.51416015625,807129.0991210938,1159121.8806484742,0.2833902861838168
1383,4117.7978515625,86.2646484375,52.40966796875,807129.0991210938,954270.6179232483,0.9305896453292216
1384,4117.7978515625,86.2646484375,16.51416015625,79590.76416015625,709290.8062419763,0.30265428924492815
1385,4117.7978515625,88.7548828125,52.40966796875,79590.76416015625,586114.9094597271,0.8713574374494482
1386,2614.4287109375,86.2646484375,52.40966796875,79590.76416015625,549462.8279683077,0.9305896453292215
1387,2614.4287109375,88.7548828125,16.51416015625,79590.76416015625,661779.1595158482,0.28339028618381684
1388,2614.4287109375,88.7548828125,52.40966796875,807129.0991210938,855201.2928472275,0.8713574374494484
1389,2614.4287109375,88.7548828125,52.40966796875,79590.76416015625,548974.6152954295,0.8713574374494484
1390,1642.7978515625,171.2646484375,61.01416015625,307129.59912109375,161932.31557024887,0.016355031169932522
1391,139.4287109375,171.2646484375,61.01416015625,307129.59912109375,129032.85813718286,0.01635503116993252
1392,1642.7978515625,173.7548828125,61.01416015625,307129.59912109375,124534.36324711746,0.010324272437601778
1393,1642.7978515625,171.2646484375,7.90966796875,307129.59912109375,240228.07023117592,0.001519230606238764
1394,1642.7978515625,171.2646484375,61.01416015625,579590.2641601562,196669.59689891155,0.016355031169932522
1395,1642.7978515625,173.7548828125,7.90966796875,579590.2641601562,232979.60233256218,0.0007793972948136138
1396,139.4287109375,171.2646484375,7.90966796875,579590.2641601562,223430.8331325948,0.0015192306062387637
1397,139.4287109375,173.7548828125,61.01416015625,579590.2641601562,121818.45610494107,0.010324272437601775
1398,139.4287109375,173.7548828125,7.90966796875,307129.59912109375,158204.23866255893,0.0007793972948136137
1399,139.4287109375,173.7548828125,7.90966796875,579590.2641601562,187021.69571260049,0.0007793972948136137
1400,2261.5478515625,65.0146484375,72.13916015625,432129.47412109375,594955.2555352217,2.286187943299078
1401,758.1787109375,65.0146484375,72.13916015625,432129.47412109375,396756.5250167759,2.2861879432990784
1402,2261.5478515625,110.0048828125,72.13916015625,432129.47412109375,707428.4406317744,0.6649539410956432
1403,2261.5478515625,65.0146484375,63.53466796875,432129.47412109375,606137.1421859537,2.044291592008055
1404,2261.5478515625,65.0146484375,72.13916015625,204590.63916015625,540435.1888770795,2.286187943299078
1405,2261.5478515625,110.0048828125,63.53466796875,204590.63916015625,611295.1476903758,0.5945966755877565
1406,758.1787109375,65.0146484375,63.53466796875,204590.63916015625,378304.053668055,2.044291592008055
1407,758.1787109375,110.0048828125,72.13916015625,204590.63916015625,475565.4489282469,0.6649539410956433
1408,758.1787109375,110.0048828125,63.53466796875,432129.47412109375,547745.7291813561,0.5945966755877568
1409,758.1787109375,110.0048828125,63.53466796875,204590.63916015625,484500.29671650496,0.5945966755877568
1410,4736.5478515625,150.0146484375,27.63916015625,932128.9741210938,669496.4468678633,0.05771527435054327
1411,3233.1787109375,150.0146484375,27.63916015625,932128.9741210938,648891.4159259868,0.05771527435054324
1412,4736.5478515625,25.0048828125,27.63916015625,932128.9741210938,306729.6684697189,6.38502546030482
1413,4736.5478515625,150.0146484375,19.03466796875,932128.9741210938,711763.1131834128,0.0399513374631102
1414,4736.5478515625,150.0146484375,27.63916015625,704590.1391601562,621387.7962558118,0.05771527435054327
1415,4736.5478515625,25.0048828125,19.03466796875,704590.1391601562,321965.69730720745,4.419805844218206
1416,3233.1787109375,150.0146484375,19.03466796875,704590.1391601562,642039.9915586696,0.03995133746311019
1417,3233.1787109375,25.0048828125,27.63916015625,704590.1391601562,258344.89880204728,6.38502546030482
1418,3233.1787109375,25.0048828125,19.03466796875,932128.9741210938,277784.8715525236,4.419805844218205
1419,3233.1787109375,25.0048828125,19.03466796875,704590.1391601562,274649.1177753147,4.419805844218205
1420,3499.0478515625,22.5146484375,49.88916015625,182129.72412109375,195181.61826993903,13.945574180608553
1421,4470.6787109375,22.5146484375,49.88916015625,182129.72412109375,215308.9508216468,13.945574180608551
1422,3499.0478515625,67.5048828125,49.88916015625,182129.72412109375,647398.5577932043,1.514120193183083
1423,3499.0478515625,22.5146484375,85.78466796875,182129.72412109375,176949.5226688297,25.13804828343401
1424,3499.0478515625,22.5146484375,49.88916015625,954589.8891601562,211345.45215932434,13.945574180608553
1425,3499.0478515625,67.5048828125,85.78466796875,954589.8891601562,752434.363092284,2.443546523387314
1426,4470.6787109375,22.5146484375,85.78466796875,954589.8891601562,212661.67575235356,25.138048283434014
1427,4470.6787109375,67.5048828125,49.88916015625,954589.8891601562,879006.1261644417,1.5141201931830832
1428,4470.6787109375,67.5048828125,85.78466796875,182129.72412109375,633083.245022913,2.443546523387314
1429,4470.6787109375,67.5048828125,85.78466796875,954589.8891601562,811662.7775818217,2.443546523387314
1430,1024.0478515625,107.5146484375,5.38916015625,682129.2241210938,956797.3342259353,0.056791255813285584
1431,1995.6787109375,107.5146484375,5.38916015625,682129.2241210938,1147795.3306750124,0.05679125581328561
1432,1024.0478515625,152.5048828125,5.38916015625,682129.2241210938,649285.8223615489,0.009657533862294147
1433,1024.0478515625,107.5146484375,41.28466796875,682129.2241210938,684296.3122956249,0.4258661365940662
1434,1024.0478515625,107.5146484375,5.38916015625,454590.38916015625,902590.0007631957,0.056791255813285584
1435,1024.0478515625,152.5048828125,41.28466796875,454590.38916015625,421444.8776417163,0.07241989239476265
1436,1995.6787109375,107.5146484375,41.28466796875,454590.38916015625,764193.3969159288,0.4258661365940664
1437,1995.6787109375,152.5048828125,5.38916015625,454590.38916015625,636093.1324906665,0.009657533862294149
1438,1995.6787109375,152.5048828125,41.28466796875,682129.2241210938,506240.3694880319,0.07241989239476268
1439,1995.6787109375,152.5048828125,41.28466796875,454590.38916015625,455007.6972179982,0.07241989239476268
1440,714.6728515625,75.6396484375,55.45166015625,994628.9116210938,494720.1580543534,1.3119710937081304
1441,4161.3037109375,75.6396484375,55.45166015625,994628.9116210938,919584.6335689806,1.3119710937081301
1442,714.6728515625,163.1298828125,55.45166015625,994628.9116210938,341853.247184999,0.039949998361221296
1443,714.6728515625,75.6396484375,57.97216796875,994628.9116210938,491375.13874731504,1.3665547159590272
1444,714.6728515625,75.6396484375,55.45166015625,142090.70166015625,410903.69569850067,1.3119710937081304
