,p_steam,Theta,CAH,k_coat,delta_coat,N_s,alpha,bond
66,118.41796875,83.244140625,31.51953125,6.5087890625,9.639648437499999e-07,129883.6826171875,172057.95101101682,0.6205426023348782
67,118.41796875,83.244140625,31.51953125,8.4716796875,2.3974609374999995e-07,129883.6826171875,217806.75189756707,0.6205426023348782
68,118.41796875,83.244140625,31.51953125,8.4716796875,9.639648437499999e-07,782226.7802734375,199401.14559952435,0.6205426023348782
69,118.41796875,83.244140625,31.51953125,8.4716796875,9.639648437499999e-07,129883.6826171875,182460.27934478084,0.6205426023348782
70,126.89453125,92.716796875,36.87109375,9.0087890625,6.8974609375e-07,282227.2802734375,218357.4711741044,0.5626394233199031
71,128.41796875,92.716796875,36.87109375,9.0087890625,6.8974609375e-07,282227.2802734375,219187.11140449994,0.5626394233199032
72,126.89453125,88.244140625,36.87109375,9.0087890625,6.8974609375e-07,282227.2802734375,212825.8400316938,0.6324619660486445
73,126.89453125,92.716796875,41.51953125,9.0087890625,6.8974609375e-07,282227.2802734375,214259.77478714345,0.6306262648855474
74,126.89453125,92.716796875,36.87109375,5.9716796875,6.8974609375e-07,282227.2802734375,200340.7642628653,0.5626394233199031
75,126.89453125,92.716796875,36.87109375,9.0087890625,5.139648437499999e-07,282227.2802734375,229144.7378683931,0.5626394233199031
76,126.89453125,92.716796875,36.87109375,9.0087890625,6.8974609375e-07,629883.1826171875,227884.6704527194,0.5626394233199031
77,126.89453125,88.244140625,41.51953125,5.9716796875,5.139648437499999e-07,629883.1826171875,212830.62432976914,0.7088858526442997
78,128.41796875,92.716796875,41.51953125,5.9716796875,5.139648437499999e-07,629883.1826171875,219368.56657945283,0.6306262648855477
79,128.41796875,88.244140625,36.87109375,5.9716796875,5.139648437499999e-07,629883.1826171875,217745.615280536,0.6324619660486445
80,128.41796875,88.244140625,41.51953125,9.0087890625,5.139648437499999e-07,629883.1826171875,229125.882157774,0.7088858526442999
81,128.41796875,88.244140625,41.51953125,5.9716796875,6.8974609375e-07,629883.1826171875,200487.5829765878,0.7088858526442999
82,128.41796875,88.244140625,41.51953125,5.9716796875,5.139648437499999e-07,282227.2802734375,205221.18041176136,0.7088858526442999
83,128.41796875,88.244140625,41.51953125,5.9716796875,5.139648437499999e-07,629883.1826171875,213659.32932788445,0.7088858526442999
84,121.89453125,85.216796875,31.87109375,5.2587890625,9.1474609375e-07,32227.5302734375,153045.34532396807,0.5949614890308584
85,113.41796875,85.216796875,31.87109375,5.2587890625,9.1474609375e-07,32227.5302734375,150432.99558619846,0.5949614890308582
86,121.89453125,90.744140625,31.87109375,5.2587890625,9.1474609375e-07,32227.5302734375,156468.038682162,0.5142569042386301
87,121.89453125,85.216796875,36.51953125,5.2587890625,9.1474609375e-07,32227.5302734375,149730.5893024063,0.6789755693118003
88,121.89453125,85.216796875,31.87109375,7.2216796875,9.1474609375e-07,32227.5302734375,164552.29290090085,0.5949614890308584
89,121.89453125,85.216796875,31.87109375,5.2587890625,2.8896484375e-07,32227.5302734375,187452.8625107928,0.5949614890308584
90,121.89453125,85.216796875,31.87109375,5.2587890625,9.1474609375e-07,879882.9326171875,183760.2093104265,0.5949614890308584
91,121.89453125,90.744140625,36.51953125,7.2216796875,2.8896484375e-07,879882.9326171875,248114.35499681826,0.5868747486441728
92,113.41796875,85.216796875,36.51953125,7.2216796875,2.8896484375e-07,879882.9326171875,230146.7835908739,0.6789755693117998
93,113.41796875,90.744140625,31.87109375,7.2216796875,2.8896484375e-07,879882.9326171875,246513.34638538404,0.5142569042386299
94,113.41796875,90.744140625,36.51953125,5.2587890625,2.8896484375e-07,879882.9326171875,232072.8973625194,0.5868747486441726
95,113.41796875,90.744140625,36.51953125,7.2216796875,9.1474609375e-07,879882.9326171875,198329.87188165018,0.5868747486441726
96,113.41796875,90.744140625,36.51953125,7.2216796875,2.8896484375e-07,32227.5302734375,190625.54171380543,0.5868747486441726
97,113.41796875,90.744140625,36.51953125,7.2216796875,2.8896484375e-07,879882.9326171875,241163.56988286108,0.5868747486441726
98,111.89453125,90.216796875,41.87109375,7.7587890625,4.6474609374999997e-07,532227.0302734375,217482.51211139178,0.6785651011195306
99,123.41796875,90.216796875,41.87109375,7.7587890625,4.6474609374999997e-07,532227.0302734375,225295.732453113,0.6785651011195307
100,111.89453125,85.744140625,41.87109375,7.7587890625,4.6474609374999997e-07,532227.0302734375,210129.22171018054,0.7635016527932761
101,111.89453125,90.216796875,26.51953125,7.7587890625,4.6474609374999997e-07,532227.0302734375,234095.94512568906,0.43557886930517614
102,111.89453125,90.216796875,41.87109375,9.7216796875,4.6474609374999997e-07,532227.0302734375,223967.69057293737,0.6785651011195306
103,111.89453125,90.216796875,41.87109375,7.7587890625,7.3896484375e-07,532227.0302734375,201043.43588447277,0.6785651011195306
104,111.89453125,90.216796875,41.87109375,7.7587890625,4.6474609374999997e-07,379883.4326171875,213790.00589230141,0.6785651011195306
105,111.89453125,85.744140625,26.51953125,9.7216796875,7.3896484375e-07,379883.4326171875,214870.64740901312,0.49010063454139646
106,123.41796875,90.216796875,26.51953125,9.7216796875,7.3896484375e-07,379883.4326171875,229276.8485850799,0.4355788693051762
107,123.41796875,85.744140625,41.87109375,9.7216796875,7.3896484375e-07,379883.4326171875,206507.51150211284,0.7635016527932765
108,123.41796875,85.744140625,26.51953125,7.7587890625,7.3896484375e-07,379883.4326171875,213287.27228136442,0.4901006345413966
109,123.41796875,85.744140625,26.51953125,9.7216796875,4.6474609374999997e-07,379883.4326171875,237468.35452900516,0.4901006345413966
110,123.41796875,85.744140625,26.51953125,9.7216796875,7.3896484375e-07,532227.0302734375,225922.6135267432,0.4901006345413966
111,123.41796875,85.744140625,26.51953125,9.7216796875,7.3896484375e-07,379883.4326171875,222279.70256718225,0.4901006345413966
112,111.26953125,84.904296875,24.99609375,7.2900390625,6.616210937499999e-07,250977.3115234375,204263.99891700424,0.47288111051116205
113,129.04296875,84.904296875,24.99609375,7.2900390625,6.616210937499999e-07,250977.3115234375,214345.82203038127,0.47288111051116216
114,111.26953125,91.056640625,24.99609375,7.2900390625,6.616210937499999e-07,250977.3115234375,212769.47712183357,0.40204529949341306
115,111.26953125,84.904296875,24.64453125,7.2900390625,6.616210937499999e-07,250977.3115234375,204737.01026950922,0.4663337889184944
116,111.26953125,84.904296875,24.99609375,7.0654296875,6.616210937499999e-07,250977.3115234375,203120.63293974067,0.47288111051116205
117,111.26953125,84.904296875,24.99609375,7.2900390625,7.6708984375e-07,250977.3115234375,198694.75661832304,0.47288111051116205
118,111.26953125,84.904296875,24.99609375,7.2900390625,6.616210937499999e-07,223633.5888671875,202945.56715363378,0.47288111051116205
119,111.26953125,91.056640625,24.64453125,7.0654296875,7.6708984375e-07,223633.5888671875,204388.32710625723,0.39647874203934513
120,129.04296875,84.904296875,24.64453125,7.0654296875,7.6708984375e-07,223633.5888671875,205825.84403631548,0.4663337889184946
121,129.04296875,91.056640625,24.99609375,7.0654296875,7.6708984375e-07,223633.5888671875,212958.8193800381,0.40204529949341306
122,129.04296875,91.056640625,24.64453125,7.2900390625,7.6708984375e-07,223633.5888671875,214947.14425768284,0.396478742039345
123,129.04296875,91.056640625,24.64453125,7.0654296875,6.616210937499999e-07,223633.5888671875,220346.10185999746,0.396478742039345
124,129.04296875,91.056640625,24.64453125,7.0654296875,7.6708984375e-07,250977.3115234375,214928.2183504276,0.396478742039345
125,129.04296875,91.056640625,24.64453125,7.0654296875,7.6708984375e-07,223633.5888671875,213452.0069688042,0.396478742039345
126,121.26953125,89.904296875,34.99609375,9.7900390625,2.1162109375e-07,750976.8115234375,259222.73975508727,0.5756844559774335
127,119.04296875,89.904296875,34.99609375,9.7900390625,2.1162109375e-07,750976.8115234375,257188.57210284704,0.5756844559774335
128,121.26953125,86.056640625,34.99609375,9.7900390625,2.1162109375e-07,750976.8115234375,250503.08530362125,0.6371497174331268
129,121.26953125,89.904296875,34.64453125,9.7900390625,2.1162109375e-07,750976.8115234375,259644.45800599517,0.5700794892900382
130,121.26953125,89.904296875,34.99609375,9.5654296875,2.1162109375e-07,750976.8115234375,258833.50245364415,0.5756844559774335
131,121.26953125,89.904296875,34.99609375,9.7900390625,3.1708984375e-07,750976.8115234375,251277.67675473433,0.5756844559774335
132,121.26953125,89.904296875,34.99609375,9.7900390625,2.1162109375e-07,723633.0888671875,258768.1784584812,0.5756844559774335
133,121.26953125,86.056640625,34.64453125,9.5654296875,3.1708984375e-07,723633.0888671875,242683.5333391215,0.6309463139817814
134,119.04296875,89.904296875,34.64453125,9.5654296875,3.1708984375e-07,723633.0888671875,248851.88268650568,0.5700794892900382
135,119.04296875,86.056640625,34.99609375,9.5654296875,3.1708984375e-07,723633.0888671875,240454.844890918,0.6371497174331268
136,119.04296875,86.056640625,34.64453125,9.7900390625,3.1708984375e-07,723633.0888671875,241331.59096114844,0.6309463139817816
137,119.04296875,86.056640625,34.64453125,9.5654296875,2.1162109375e-07,723633.0888671875,248148.4566710343,0.6309463139817816
138,119.04296875,86.056640625,34.64453125,9.5654296875,3.1708984375e-07,750976.8115234375,241239.12195976736,0.6309463139817816
139,119.04296875,86.056640625,34.64453125,9.5654296875,3.1708984375e-07,723633.0888671875,240845.948095902,0.6309463139817816
140,126.26953125,87.404296875,29.99609375,6.0400390625,4.3662109374999997e-07,500977.0615234375,227330.80108029876,0.5291532998354269
141,124.04296875,87.404296875,29.99609375,6.0400390625,4.3662109374999997e-07,500977.0615234375,225945.73662306214,0.5291532998354269
142,126.26953125,83.556640625,29.99609375,6.0400390625,4.3662109374999997e-07,500977.0615234375,220387.20876511373,0.5862990372138707
143,126.26953125,87.404296875,39.64453125,6.0400390625,4.3662109374999997e-07,500977.0615234375,217352.57429457962,0.6933824451908854
144,126.26953125,87.404296875,29.99609375,8.3154296875,4.3662109374999997e-07,500977.0615234375,238538.8208491316,0.5291532998354269
145,126.26953125,87.404296875,29.99609375,6.0400390625,5.4208984375e-07,500977.0615234375,218512.88597045536,0.5291532998354269
146,126.26953125,87.404296875,29.99609375,6.0400390625,4.3662109374999997e-07,973632.8388671875,233906.0337467781,0.5291532998354269
147,126.26953125,83.556640625,39.64453125,8.3154296875,5.4208984375e-07,973632.8388671875,220179.54175185636,0.7682640553556992
148,124.04296875,87.404296875,39.64453125,8.3154296875,5.4208984375e-07,973632.8388671875,226068.8751585242,0.6933824451908851
149,124.04296875,83.556640625,29.99609375,8.3154296875,5.4208984375e-07,973632.8388671875,228791.78097018696,0.5862990372138703
150,124.04296875,83.556640625,39.64453125,6.0400390625,5.4208984375e-07,973632.8388671875,207056.21806144912,0.768264055355699
151,124.04296875,83.556640625,39.64453125,8.3154296875,4.3662109374999997e-07,973632.8388671875,225500.00568844512,0.768264055355699
152,124.04296875,83.556640625,39.64453125,8.3154296875,5.4208984375e-07,500977.0615234375,212790.3789310523,0.768264055355699
153,124.04296875,83.556640625,39.64453125,8.3154296875,5.4208984375e-07,973632.8388671875,218748.74865356486,0.768264055355699
154,116.26953125,92.404296875,39.99609375,8.5400390625,8.8662109375e-07,977.5615234375,102923.38438255686,0.613422246327603
155,114.04296875,92.404296875,39.99609375,8.5400390625,8.8662109375e-07,977.5615234375,102587.7962561443,0.613422246327603
156,116.26953125,88.556640625,39.99609375,8.5400390625,8.8662109375e-07,977.5615234375,103231.25763995598,0.6783598682385732
157,116.26953125,92.404296875,29.64453125,8.5400390625,8.8662109375e-07,977.5615234375,107984.88327769717,0.45886557578050263
158,116.26953125,92.404296875,39.99609375,5.8154296875,8.8662109375e-07,977.5615234375,98197.13068587518,0.613422246327603
159,116.26953125,92.404296875,39.99609375,8.5400390625,9.9208984375e-07,977.5615234375,101665.11319365661,0.613422246327603
160,116.26953125,92.404296875,39.99609375,8.5400390625,8.8662109375e-07,473633.3388671875,202635.21529526616,0.613422246327603
161,116.26953125,88.556640625,29.64453125,5.8154296875,9.9208984375e-07,473633.3388671875,184112.5476465342,0.507441641364013
162,114.04296875,92.404296875,29.64453125,5.8154296875,9.9208984375e-07,473633.3388671875,186470.33559361496,0.45886557578050263
163,114.04296875,88.556640625,39.99609375,5.8154296875,9.9208984375e-07,473633.3388671875,174568.7087587067,0.6783598682385734
164,114.04296875,88.556640625,29.64453125,8.5400390625,9.9208984375e-07,473633.3388671875,201851.92780119984,0.507441641364013
165,114.04296875,88.556640625,29.64453125,5.8154296875,8.8662109375e-07,473633.3388671875,188889.35999311833,0.507441641364013
166,114.04296875,88.556640625,29.64453125,5.8154296875,9.9208984375e-07,977.5615234375,101305.30255228221,0.507441641364013
167,114.04296875,88.556640625,29.64453125,5.8154296875,9.9208984375e-07,473633.3388671875,183182.16624386754,0.507441641364013
168,118.76953125,86.154296875,37.49609375,7.9150390625,9.991210937499999e-07,375977.1865234375,188011.6280935287,0.6793216994247486
169,121.54296875,86.154296875,37.49609375,7.9150390625,9.991210937499999e-07,375977.1865234375,189290.16292701883,0.679321699424749
170,118.76953125,84.806640625,37.49609375,7.9150390625,9.991210937499999e-07,375977.1865234375,186224.67431926183,0.7041597717677605
171,118.76953125,86.154296875,42.14453125,7.9150390625,9.991210937499999e-07,375977.1865234375,184544.58702065624,0.7599295930996784
172,118.76953125,86.154296875,37.49609375,8.9404296875,9.991210937499999e-07,375977.1865234375,193241.67537029975,0.6793216994247486
173,118.76953125,86.154296875,37.49609375,7.9150390625,4.2958984374999996e-07,375977.1865234375,218513.53882024804,0.6793216994247486
174,118.76953125,86.154296875,37.49609375,7.9150390625,9.991210937499999e-07,348633.4638671875,187333.63072279267,0.6793216994247486
175,118.76953125,84.806640625,42.14453125,8.9404296875,4.2958984374999996e-07,348633.4638671875,214329.57268346974,0.7877149357804567
176,121.54296875,86.154296875,42.14453125,8.9404296875,4.2958984374999996e-07,348633.4638671875,218714.16730341304,0.7599295930996784
177,121.54296875,84.806640625,37.49609375,8.9404296875,4.2958984374999996e-07,348633.4638671875,220283.17812011638,0.7041597717677609
178,121.54296875,84.806640625,42.14453125,7.9150390625,4.2958984374999996e-07,348633.4638671875,213029.03274446825,0.7877149357804568
179,121.54296875,84.806640625,42.14453125,8.9404296875,9.991210937499999e-07,348633.4638671875,188473.3313968678,0.7877149357804568
180,121.54296875,84.806640625,42.14453125,8.9404296875,4.2958984374999996e-07,375977.1865234375,217096.9746083462,0.7877149357804568
181,121.54296875,84.806640625,42.14453125,8.9404296875,4.2958984374999996e-07,348633.4638671875,216218.5931439401,0.7877149357804568
182,128.76953125,91.154296875,27.49609375,5.4150390625,5.4912109375e-07,875976.6865234375,227787.8957584128,0.44039344852603746
183,111.54296875,91.154296875,27.49609375,5.4150390625,5.4912109375e-07,875976.6865234375,217812.52862270348,0.4403934485260374
184,128.76953125,89.806640625,27.49609375,5.4150390625,5.4912109375e-07,875976.6865234375,226049.88844199746,0.45618747824974026
185,128.76953125,91.154296875,32.14453125,5.4150390625,5.4912109375e-07,875976.6865234375,222087.38864323494,0.5130288297901417
186,128.76953125,91.154296875,27.49609375,6.4404296875,5.4912109375e-07,875976.6865234375,236432.05054167265,0.44039344852603746
187,128.76953125,91.154296875,27.49609375,5.4150390625,8.795898437499999e-07,875976.6865234375,201326.2558147037,0.44039344852603746
188,128.76953125,91.154296875,27.49609375,5.4150390625,5.4912109375e-07,848632.9638671875,227502.12155415694,0.44039344852603746
189,128.76953125,89.806640625,32.14453125,6.4404296875,8.795898437499999e-07,848632.9638671875,204587.40401573482,0.5314278150928099
190,111.54296875,91.154296875,32.14453125,6.4404296875,8.795898437499999e-07,848632.9638671875,197867.1426964115,0.5130288297901419
191,111.54296875,89.806640625,27.49609375,6.4404296875,8.795898437499999e-07,848632.9638671875,201482.3440663686,0.4561874782497403
192,111.54296875,89.806640625,32.14453125,5.4150390625,8.795898437499999e-07,848632.9638671875,187605.18569252675,0.53142781509281
193,111.54296875,89.806640625,32.14453125,6.4404296875,5.4912109375e-07,848632.9638671875,217721.04021155325,0.53142781509281
194,111.54296875,89.806640625,32.14453125,6.4404296875,8.795898437499999e-07,875976.6865234375,196668.55509552397,0.53142781509281
195,111.54296875,89.806640625,32.14453125,6.4404296875,8.795898437499999e-07,848632.9638671875,196442.4762486334,0.53142781509281
196,123.76953125,83.654296875,42.49609375,9.1650390625,3.2412109375e-07,625976.9365234375,228673.90909361758,0.8189032594384208
197,126.54296875,83.654296875,42.49609375,9.1650390625,3.2412109375e-07,625976.9365234375,230738.83518665968,0.8189032594384209
198,123.76953125,92.306640625,42.49609375,9.1650390625,3.2412109375e-07,625976.9365234375,245672.75694015494,0.651700947723642
199,123.76953125,83.654296875,27.14453125,9.1650390625,3.2412109375e-07,625976.9365234375,245790.3212577231,0.5302704643174344
200,123.76953125,83.654296875,42.49609375,5.1904296875,3.2412109375e-07,625976.9365234375,213932.68220288117,0.8189032594384208
201,123.76953125,83.654296875,42.49609375,9.1650390625,6.5458984375e-07,625976.9365234375,209573.13082757825,0.8189032594384208
202,123.76953125,83.654296875,42.49609375,9.1650390625,3.2412109375e-07,598633.2138671875,228207.20392101415,0.8189032594384208
203,123.76953125,92.306640625,27.14453125,5.1904296875,6.5458984375e-07,598633.2138671875,211964.2114449015,0.4220007188425584
204,126.54296875,83.654296875,27.14453125,5.1904296875,6.5458984375e-07,598633.2138671875,202258.28825619852,0.5302704643174344
205,126.54296875,92.306640625,42.49609375,5.1904296875,6.5458984375e-07,598633.2138671875,198434.13443616297,0.6517009477236418
206,126.54296875,92.306640625,27.14453125,9.1650390625,6.5458984375e-07,598633.2138671875,241181.61388901414,0.42200071884255835
207,126.54296875,92.306640625,27.14453125,5.1904296875,3.2412109375e-07,598633.2138671875,246732.7070353008,0.42200071884255835
208,126.54296875,92.306640625,27.14453125,5.1904296875,6.5458984375e-07,625976.9365234375,213687.11907500488,0.42200071884255835
209,126.54296875,92.306640625,27.14453125,5.1904296875,6.5458984375e-07,598633.2138671875,213277.6421277189,0.42200071884255835
210,113.76953125,88.654296875,32.49609375,6.6650390625,7.741210937499999e-07,125977.4365234375,184720.40678043643,0.553574093942427
211,116.54296875,88.654296875,32.49609375,6.6650390625,7.741210937499999e-07,125977.4365234375,186010.58646597178,0.5535740939424268
212,113.76953125,87.306640625,32.49609375,6.6650390625,7.741210937499999e-07,125977.4365234375,183297.99463891835,0.5735920483402412
213,113.76953125,88.654296875,37.14453125,6.6650390625,7.741210937499999e-07,125977.4365234375,180791.6542033587,0.6301499808502968
214,113.76953125,88.654296875,32.49609375,7.6904296875,7.741210937499999e-07,125977.4365234375,190140.9155248165,0.553574093942427
215,113.76953125,88.654296875,32.49609375,6.6650390625,2.0458984375e-07,125977.4365234375,221213.18653188169,0.553574093942427
216,113.76953125,88.654296875,32.49609375,6.6650390625,7.741210937499999e-07,98633.7138671875,181705.18240845657,0.553574093942427
217,113.76953125,87.306640625,37.14453125,7.6904296875,2.0458984375e-07,98633.7138671875,212427.8852339086,0.6529370182468782
218,116.54296875,88.654296875,37.14453125,7.6904296875,2.0458984375e-07,98633.7138671875,216524.26765520684,0.6301499808502969
219,116.54296875,87.306640625,32.49609375,7.6904296875,2.0458984375e-07,98633.7138671875,219076.53407755768,0.5735920483402411
220,116.54296875,87.306640625,37.14453125,6.6650390625,2.0458984375e-07,98633.7138671875,212283.43210371153,0.6529370182468781
221,116.54296875,87.306640625,37.14453125,7.6904296875,7.741210937499999e-07,98633.7138671875,182885.4592189213,0.6529370182468781
222,116.54296875,87.306640625,37.14453125,7.6904296875,2.0458984375e-07,125977.4365234375,218555.749480051,0.6529370182468781
