,p_steam,Theta,CAH,N_s,alpha,bond
28,120.60546875,84.572265625,29.91796875,926757.8857421875,271517.0443940886,0.5690795445938073
29,120.60546875,84.572265625,29.91796875,149414.9130859375,243770.13139183738,0.5690795445938073
30,119.39453125,91.466796875,29.37109375,426758.3857421875,278419.1261739742,0.46597097954319044
31,110.60546875,91.466796875,29.37109375,426758.3857421875,268750.57216747187,0.46597097954319056
32,119.39453125,89.572265625,29.37109375,426758.3857421875,273893.90768778825,0.48963174723170816
33,119.39453125,91.466796875,39.91796875,426758.3857421875,264991.41432959674,0.627413107673838
34,119.39453125,91.466796875,29.37109375,649414.4130859375,285122.9561605221,0.46597097954319044
35,119.39453125,89.572265625,39.91796875,649414.4130859375,266811.46442930336,0.6592714774803757
36,110.60546875,91.466796875,39.91796875,649414.4130859375,261793.33684515028,0.627413107673838
37,110.60546875,89.572265625,29.37109375,649414.4130859375,270394.6243822917,0.4896317472317083
38,110.60546875,89.572265625,39.91796875,426758.3857421875,251590.1392276726,0.6592714774803757
39,110.60546875,89.572265625,39.91796875,649414.4130859375,257354.7579099206,0.6592714774803757
40,116.89453125,87.716796875,26.87109375,301758.5107421875,264824.96684766817,0.47119718655054754
41,113.10546875,87.716796875,26.87109375,301758.5107421875,260843.9301957816,0.47119718655054754
42,116.89453125,90.822265625,26.87109375,301758.5107421875,272147.66720579076,0.4343185036328294
43,116.89453125,87.716796875,32.41796875,301758.5107421875,256876.04566610776,0.5660856265828971
44,116.89453125,87.716796875,26.87109375,24415.0380859375,211749.02889688784,0.47119718655054754
45,116.89453125,90.822265625,32.41796875,24415.0380859375,209113.20211002283,0.521780412284278
46,113.10546875,87.716796875,32.41796875,24415.0380859375,202836.52657895457,0.5660856265828972
47,113.10546875,90.822265625,26.87109375,24415.0380859375,212942.37120953936,0.4343185036328296
48,113.10546875,90.822265625,32.41796875,301758.5107421875,260044.5408139069,0.5217804122842781
49,113.10546875,90.822265625,32.41796875,24415.0380859375,206556.03885191362,0.5217804122842781
50,126.89453125,92.716796875,36.87109375,801758.0107421875,288955.6505749677,0.5626394233199031
51,123.10546875,92.716796875,36.87109375,801758.0107421875,284879.6000355104,0.5626394233199031
52,126.89453125,85.822265625,36.87109375,801758.0107421875,270828.89497563225,0.6743207371294316
53,126.89453125,92.716796875,42.41796875,801758.0107421875,282566.589993736,0.6436503693984592
54,126.89453125,92.716796875,36.87109375,524414.5380859375,282317.2641577438,0.5626394233199031
55,126.89453125,85.822265625,42.41796875,524414.5380859375,259257.26033962058,0.7714119799593621
56,123.10546875,92.716796875,42.41796875,524414.5380859375,272244.27299736626,0.6436503693984592
57,123.10546875,85.822265625,36.87109375,524414.5380859375,261375.9247572744,0.6743207371294317
58,123.10546875,85.822265625,42.41796875,801758.0107421875,261048.93053882042,0.7714119799593621
59,123.10546875,85.822265625,42.41796875,524414.5380859375,255598.02710982872,0.7714119799593621
60,121.89453125,85.216796875,31.87109375,51758.7607421875,222587.47925903968,0.5949614890308584
61,128.10546875,85.216796875,31.87109375,51758.7607421875,227160.62918838585,0.5949614890308584
62,121.89453125,83.322265625,31.87109375,51758.7607421875,219042.6309225317,0.62596581285417
63,121.89453125,85.216796875,27.41796875,51758.7607421875,228091.7240123369,0.5135575122465608
64,121.89453125,85.216796875,31.87109375,774414.2880859375,269837.8011538776,0.5949614890308584
65,121.89453125,83.322265625,27.41796875,774414.2880859375,270820.5449205752,0.540319754349866
66,128.10546875,85.216796875,27.41796875,774414.2880859375,283133.9863248163,0.5135575122465607
67,128.10546875,83.322265625,31.87109375,774414.2880859375,270632.26068897103,0.6259658128541697
68,128.10546875,83.322265625,27.41796875,51758.7607421875,229114.14978388607,0.5403197543498661
69,128.10546875,83.322265625,27.41796875,774414.2880859375,277329.3203503748,0.5403197543498661
70,111.89453125,90.216796875,41.87109375,551758.2607421875,256148.37175533164,0.6785651011195306
71,118.10546875,90.216796875,41.87109375,551758.2607421875,262712.8611927439,0.6785651011195304
72,111.89453125,88.322265625,41.87109375,551758.2607421875,251681.5358988815,0.7131515451127038
73,111.89453125,90.216796875,37.41796875,551758.2607421875,260783.7840599844,0.6091432911650687
74,111.89453125,90.216796875,41.87109375,274414.7880859375,245536.11165678786,0.6785651011195306
75,111.89453125,88.322265625,37.41796875,274414.7880859375,245865.98198780592,0.6401913074702678
76,118.10546875,90.216796875,37.41796875,274414.7880859375,256189.22918589154,0.6091432911650685
77,118.10546875,88.322265625,41.87109375,274414.7880859375,247529.01427974075,0.7131515451127038
78,118.10546875,88.322265625,37.41796875,551758.2607421875,262832.5890186934,0.6401913074702678
79,118.10546875,88.322265625,37.41796875,274414.7880859375,252007.994599226,0.6401913074702678
80,111.26953125,84.904296875,24.99609375,458008.3544921875,261022.28351837548,0.47288111051116205
81,122.48046875,84.904296875,24.99609375,458008.3544921875,273081.70314478595,0.4728811105111621
82,111.26953125,85.509765625,24.99609375,458008.3544921875,262678.14248318743,0.4653030760567463
83,111.26953125,84.904296875,43.04296875,458008.3544921875,239111.56312380804,0.8016238327609619
84,111.26953125,84.904296875,24.99609375,805664.2568359375,268293.28155854036,0.47288111051116205
85,111.26953125,85.509765625,43.04296875,805664.2568359375,247381.167360672,0.7887776164729459
86,122.48046875,84.904296875,43.04296875,805664.2568359375,257344.78598366983,0.8016238327609618
87,122.48046875,85.509765625,24.99609375,805664.2568359375,282757.3224487712,0.4653030760567463
88,122.48046875,85.509765625,43.04296875,458008.3544921875,251726.16426491004,0.788777616472946
89,122.48046875,85.509765625,43.04296875,805664.2568359375,259016.84398470155,0.788777616472946
90,121.26953125,89.904296875,34.99609375,958007.8544921875,280605.57788463356,0.5756844559774335
91,112.48046875,89.904296875,34.99609375,958007.8544921875,270713.34243182524,0.5756844559774336
92,121.26953125,90.509765625,34.99609375,958007.8544921875,282182.82321590383,0.5666364045966957
93,121.26953125,89.904296875,33.04296875,958007.8544921875,283216.4451874392,0.5444786439921178
94,121.26953125,89.904296875,34.99609375,305664.7568359375,263317.88979098946,0.5756844559774335
95,121.26953125,90.509765625,33.04296875,305664.7568359375,267131.3171191449,0.5359210553766829
96,112.48046875,89.904296875,33.04296875,305664.7568359375,256796.63992433823,0.5444786439921178
97,112.48046875,90.509765625,34.99609375,305664.7568359375,255750.79276475092,0.5666364045966956
98,112.48046875,90.509765625,33.04296875,958007.8544921875,274780.0864661937,0.535921055376683
99,112.48046875,90.509765625,33.04296875,305664.7568359375,258129.74430495893,0.535921055376683
100,126.26953125,87.404296875,29.99609375,208008.6044921875,261762.89364764036,0.5291532998354269
101,117.48046875,87.404296875,29.99609375,208008.6044921875,253424.98215208683,0.529153299835427
102,126.26953125,88.009765625,29.99609375,208008.6044921875,263166.42556042736,0.5207667412119719
103,126.26953125,87.404296875,38.04296875,208008.6044921875,251921.93941744615,0.6664308757623226
104,126.26953125,87.404296875,29.99609375,55665.0068359375,233610.1308999345,0.5291532998354269
105,126.26953125,88.009765625,38.04296875,55665.0068359375,225829.76027397893,0.6558686027692229
106,117.48046875,87.404296875,38.04296875,55665.0068359375,218293.94375668478,0.6664308757623228
107,117.48046875,88.009765625,29.99609375,55665.0068359375,227844.84228372874,0.520766741211972
108,117.48046875,88.009765625,38.04296875,208008.6044921875,245221.22133077995,0.655868602769223
109,117.48046875,88.009765625,38.04296875,55665.0068359375,219282.97783906304,0.655868602769223
110,116.26953125,92.404296875,39.99609375,708008.1044921875,271309.6853020064,0.613422246327603
111,127.48046875,92.404296875,39.99609375,708008.1044921875,283252.06588620093,0.6134222463276031
112,116.26953125,83.009765625,39.99609375,708008.1044921875,247216.21576386385,0.7863073887908351
113,116.26953125,92.404296875,28.04296875,708008.1044921875,287301.70693982695,0.43458658942153633
114,116.26953125,92.404296875,39.99609375,555664.5068359375,267813.00367837807,0.613422246327603
115,116.26953125,83.009765625,28.04296875,555664.5068359375,258783.75843185704,0.5570692102827085
116,127.48046875,92.404296875,28.04296875,555664.5068359375,295965.02818416455,0.4345865894215364
117,127.48046875,83.009765625,39.99609375,555664.5068359375,255282.0592048612,0.7863073887908352
118,127.48046875,83.009765625,28.04296875,708008.1044921875,273557.1897017767,0.5570692102827087
119,127.48046875,83.009765625,28.04296875,555664.5068359375,270327.3438937749,0.5570692102827087
120,118.76953125,86.154296875,37.49609375,583008.2294921875,258604.16719092993,0.6793216994247486
121,129.98046875,86.154296875,37.49609375,583008.2294921875,269818.3083030639,0.6793216994247488
122,118.76953125,86.759765625,37.49609375,583008.2294921875,260195.52200239245,0.6684990140441326
123,118.76953125,86.154296875,35.54296875,583008.2294921875,260834.05100849405,0.6451116515514171
124,118.76953125,86.154296875,37.49609375,180664.8818359375,240374.65197936646,0.6793216994247486
125,118.76953125,86.759765625,35.54296875,180664.8818359375,243799.31561692717,0.6348339871605653
126,129.98046875,86.154296875,35.54296875,180664.8818359375,252395.9546633088,0.6451116515514171
127,129.98046875,86.759765625,37.49609375,180664.8818359375,251614.14257940245,0.6684990140441327
128,129.98046875,86.759765625,35.54296875,583008.2294921875,273803.5798082444,0.6348339871605656
129,129.98046875,86.759765625,35.54296875,180664.8818359375,253783.52319753647,0.6348339871605656
130,128.76953125,91.154296875,27.49609375,83008.7294921875,254962.6726352913,0.44039344852603746
131,119.98046875,91.154296875,27.49609375,83008.7294921875,247604.71152127453,0.4403934485260375
132,128.76953125,91.759765625,27.49609375,83008.7294921875,255979.46836067317,0.4334934802573063
133,128.76953125,91.154296875,25.54296875,83008.7294921875,258044.89717453552,0.40965126189720663
134,128.76953125,91.154296875,27.49609375,680664.3818359375,298496.21280033165,0.44039344852603746
135,128.76953125,91.759765625,25.54296875,680664.3818359375,303686.0604802177,0.40323295409131904
136,119.98046875,91.154296875,25.54296875,680664.3818359375,292277.5903377633,0.4096512618972068
137,119.98046875,91.759765625,27.49609375,680664.3818359375,290308.38428755157,0.4334934802573064
138,119.98046875,91.759765625,25.54296875,83008.7294921875,251617.58709548393,0.40323295409131915
139,119.98046875,91.759765625,25.54296875,680664.3818359375,293819.50591686304,0.40323295409131915
140,123.76953125,83.654296875,42.49609375,833007.9794921875,256006.37533172945,0.8189032594384208
141,114.98046875,83.654296875,42.49609375,833007.9794921875,247108.34478652343,0.8189032594384208
142,123.76953125,89.259765625,42.49609375,833007.9794921875,271242.56523354346,0.7057043727402608
143,123.76953125,83.654296875,40.54296875,833007.9794921875,257926.94550482245,0.7828905819442815
144,123.76953125,83.654296875,42.49609375,930664.1318359375,257249.57536181062,0.8189032594384208
145,123.76953125,89.259765625,40.54296875,930664.1318359375,274701.5096537957,0.674669810734576
146,114.98046875,83.654296875,40.54296875,930664.1318359375,250142.98399753417,0.7828905819442813
147,114.98046875,89.259765625,42.49609375,930664.1318359375,263254.2887703606,0.7057043727402607
148,114.98046875,89.259765625,40.54296875,833007.9794921875,263886.7649161981,0.6746698107345758
149,114.98046875,89.259765625,40.54296875,930664.1318359375,265229.32587522524,0.6746698107345758
150,113.76953125,88.654296875,32.49609375,333008.4794921875,257399.85620204158,0.553574093942427
151,124.98046875,88.654296875,32.49609375,333008.4794921875,268743.82171354885,0.553574093942427
152,113.76953125,84.259765625,32.49609375,333008.4794921875,246565.5872592952,0.6220375333202873
153,113.76953125,88.654296875,30.54296875,333008.4794921875,259996.1497967492,0.5211202890339052
154,113.76953125,88.654296875,32.49609375,430664.6318359375,261414.39313998845,0.553574093942427
155,113.76953125,84.259765625,30.54296875,430664.6318359375,252723.19987885607,0.5855699945155286
156,124.98046875,88.654296875,30.54296875,430664.6318359375,275823.75834671245,0.5211202890339053
157,124.98046875,84.259765625,32.49609375,430664.6318359375,261478.85168782822,0.6220375333202874
158,124.98046875,84.259765625,30.54296875,333008.4794921875,260161.04514053097,0.5855699945155287
159,124.98046875,84.259765625,30.54296875,430664.6318359375,264116.4842849166,0.5855699945155287
160,112.51953125,86.779296875,43.74609375,20508.7919921875,187980.35010899123,0.7744734855478911
161,111.23046875,86.779296875,43.74609375,20508.7919921875,187163.59363143423,0.774473485547891
162,112.51953125,83.634765625,43.74609375,20508.7919921875,183888.6029027326,0.842269658954974
163,112.51953125,86.779296875,34.29296875,20508.7919921875,195426.8174278933,0.612873818972579
164,112.51953125,86.779296875,43.74609375,243164.8193359375,235124.0290649955,0.7744734855478911
165,112.51953125,83.634765625,34.29296875,243164.8193359375,236919.8864977828,0.6665238153676541
166,111.23046875,86.779296875,34.29296875,243164.8193359375,243160.91911766678,0.612873818972579
167,111.23046875,83.634765625,43.74609375,243164.8193359375,226677.77927818443,0.8422696589549736
168,111.23046875,83.634765625,34.29296875,20508.7919921875,190325.21126771468,0.6665238153676543
169,111.23046875,83.634765625,34.29296875,243164.8193359375,235663.73704179563,0.6665238153676543
170,122.51953125,91.779296875,33.74609375,520508.2919921875,279481.60225110076,0.5291683888277684
171,121.23046875,91.779296875,33.74609375,520508.2919921875,278116.00145368534,0.5291683888277684
172,122.51953125,88.634765625,33.74609375,520508.2919921875,271802.331131191,0.5745557179498276
173,122.51953125,91.779296875,24.29296875,520508.2919921875,294825.1390720867,0.38360885754348595
174,122.51953125,91.779296875,33.74609375,743164.3193359375,284930.9643110572,0.5291683888277684
175,122.51953125,88.634765625,24.29296875,743164.3193359375,292096.6924055574,0.4165113926137167
176,121.23046875,91.779296875,24.29296875,743164.3193359375,299085.6589376481,0.3836088575434859
177,121.23046875,88.634765625,33.74609375,743164.3193359375,275514.11428561236,0.5745557179498275
178,121.23046875,88.634765625,24.29296875,520508.2919921875,285311.0739110742,0.4165113926137166
179,121.23046875,88.634765625,24.29296875,743164.3193359375,290639.46297324693,0.4165113926137166
180,127.51953125,84.279296875,38.74609375,270508.5419921875,249435.43187413324,0.7370813944149588
181,126.23046875,84.279296875,38.74609375,270508.5419921875,248279.65011807458,0.7370813944149587
182,127.51953125,91.134765625,38.74609375,270508.5419921875,265436.9719918898,0.6150176429690251
183,127.51953125,84.279296875,39.29296875,270508.5419921875,248877.7945214064,0.7470768496750113
184,127.51953125,84.279296875,38.74609375,993164.0693359375,267425.25221897126,0.7370813944149588
185,127.51953125,91.134765625,39.29296875,993164.0693359375,285752.77865051985,0.6233578091718623
186,126.23046875,84.279296875,39.29296875,993164.0693359375,265529.7242912181,0.7470768496750113
187,126.23046875,91.134765625,38.74609375,993164.0693359375,285020.08184129454,0.6150176429690251
188,126.23046875,91.134765625,39.29296875,270508.5419921875,263641.071773926,0.6233578091718621
189,126.23046875,91.134765625,39.29296875,993164.0693359375,284382.6766402491,0.6233578091718621
190,117.51953125,89.279296875,28.74609375,770508.0419921875,280840.2676428124,0.4831324301364255
191,116.23046875,89.279296875,28.74609375,770508.0419921875,279374.65039842384,0.4831324301364253
192,117.51953125,86.134765625,28.74609375,770508.0419921875,272209.359334294,0.5249366072986283
193,117.51953125,89.279296875,29.29296875,770508.0419921875,279981.1482910333,0.49212454849687937
194,117.51953125,89.279296875,28.74609375,493164.5693359375,274396.1921148056,0.4831324301364255
195,117.51953125,86.134765625,29.29296875,493164.5693359375,265388.4106445735,0.5347067899858711
196,116.23046875,89.279296875,29.29296875,493164.5693359375,272151.97385624074,0.4921245484968793
197,116.23046875,86.134765625,28.74609375,493164.5693359375,264825.21102082357,0.5249366072986281
198,116.23046875,86.134765625,29.29296875,770508.0419921875,269951.03379869764,0.5347067899858708
199,116.23046875,86.134765625,29.29296875,493164.5693359375,264015.2155570474,0.5347067899858708
200,115.01953125,83.029296875,31.24609375,895507.9169921875,258603.0181900465,0.6188712657834483
201,118.73046875,83.029296875,31.24609375,895507.9169921875,262597.1407386562,0.6188712657834484
202,115.01953125,84.884765625,31.24609375,895507.9169921875,264043.9796440017,0.5887849287754492
203,115.01953125,83.029296875,41.79296875,895507.9169921875,246807.27298993157,0.8196565158565281
204,115.01953125,83.029296875,31.24609375,868164.1943359375,258263.66201922603,0.6188712657834483
205,115.01953125,84.884765625,41.79296875,868164.1943359375,251661.0973446509,0.7798090329787389
206,118.73046875,83.029296875,41.79296875,868164.1943359375,250286.568397886,0.8196565158565285
207,118.73046875,84.884765625,31.24609375,868164.1943359375,267743.4629302295,0.5887849287754494
208,118.73046875,84.884765625,41.79296875,895507.9169921875,255876.9392917181,0.7798090329787394
209,118.73046875,84.884765625,41.79296875,868164.1943359375,255529.81539427955,0.7798090329787394
210,125.01953125,88.029296875,41.24609375,395508.4169921875,260013.17469083777,0.7084193978319385
211,128.73046875,88.029296875,41.24609375,395508.4169921875,263538.3823890827,0.7084193978319386
212,125.01953125,89.884765625,41.24609375,395508.4169921875,264398.1655569277,0.6747198935341563
213,125.01953125,88.029296875,31.79296875,395508.4169921875,271109.01616662304,0.5508978528519679
214,125.01953125,88.029296875,41.24609375,368164.6943359375,258871.6670759504,0.7084193978319385
215,125.01953125,89.884765625,31.79296875,368164.6943359375,274442.17087447626,0.5246916470131097
216,128.73046875,88.029296875,31.79296875,368164.6943359375,273566.8151294538,0.5508978528519678
217,128.73046875,89.884765625,41.24609375,368164.6943359375,266748.4987541951,0.6747198935341561
218,128.73046875,89.884765625,31.79296875,395508.4169921875,279400.8481591052,0.5246916470131098
219,128.73046875,89.884765625,31.79296875,368164.6943359375,278132.45166823897,0.5246916470131098
220,120.01953125,85.529296875,26.24609375,645508.1669921875,274961.1243476422,0.4879195539483888
221,123.73046875,85.529296875,26.24609375,645508.1669921875,278957.2081166215,0.48791955394838893
222,120.01953125,92.384765625,26.24609375,645508.1669921875,293296.9690297735,0.4074530444323364
223,120.01953125,85.529296875,36.79296875,645508.1669921875,260322.11197331097,0.6782102297034001
224,120.01953125,85.529296875,26.24609375,118164.9443359375,246121.13247858905,0.4879195539483888
225,120.01953125,92.384765625,36.79296875,118164.9443359375,246034.2523692638,0.5663614434420371
226,123.73046875,85.529296875,36.79296875,118164.9443359375,236138.39189097777,0.6782102297034004
227,123.73046875,92.384765625,26.24609375,118164.9443359375,263249.80979045853,0.4074530444323364
228,123.73046875,92.384765625,36.79296875,645508.1669921875,281650.7738341423,0.5663614434420373
229,123.73046875,92.384765625,36.79296875,118164.9443359375,249237.0203692524,0.5663614434420373
230,110.01953125,90.529296875,36.24609375,145508.6669921875,238471.78487864396,0.5859091689544742
231,113.73046875,90.529296875,36.24609375,145508.6669921875,241968.84027630737,0.5859091689544743
232,110.01953125,87.384765625,36.24609375,145508.6669921875,232341.79327024586,0.6363661042643027
233,110.01953125,90.529296875,26.79296875,145508.6669921875,250429.47189849947,0.4364071156304297
234,110.01953125,90.529296875,36.24609375,618164.4443359375,262338.0964496653,0.5859091689544742
235,110.01953125,87.384765625,26.79296875,618164.4443359375,267409.08483400167,0.47398933275361715
236,113.73046875,90.529296875,26.79296875,618164.4443359375,279837.8315107292,0.4364071156304299
237,113.73046875,87.384765625,36.24609375,618164.4443359375,258677.89675731573,0.6363661042643028
238,113.73046875,87.384765625,26.79296875,145508.6669921875,247609.48273550335,0.47398933275361715
239,113.73046875,87.384765625,26.79296875,618164.4443359375,271652.6447252067,0.47398933275361715
240,110.029296875,86.7646484375,32.955078125,486816.91943359375,253848.1284623843,0.5898691048142028
241,121.142578125,86.7646484375,32.955078125,486816.91943359375,265589.18528781336,0.5898691048142027
242,110.029296875,91.4423828125,32.955078125,486816.91943359375,265102.8875327181,0.5216752143262593
243,110.029296875,86.7646484375,28.833984375,486816.91943359375,259404.29606163123,0.51778381493143
244,110.029296875,86.7646484375,32.955078125,587402.7563476562,256324.56508625945,0.5898691048142028
245,110.029296875,91.4423828125,28.833984375,587402.7563476562,273709.37893839244,0.4579235976668127
246,121.142578125,86.7646484375,28.833984375,587402.7563476562,274135.67268135207,0.5177838149314297
247,121.142578125,91.4423828125,32.955078125,587402.7563476562,280184.1666642477,0.5216752143262593
248,121.142578125,91.4423828125,28.833984375,486816.91943359375,283291.97555171396,0.4579235976668126
249,121.142578125,91.4423828125,28.833984375,587402.7563476562,286318.4186466155,0.4579235976668126
250,120.029296875,91.7646484375,42.955078125,986816.4194335938,275223.71299872256,0.6677707242628468
251,111.142578125,91.7646484375,42.955078125,986816.4194335938,265328.308019747,0.6677707242628467
252,120.029296875,86.4423828125,42.955078125,986816.4194335938,261486.44981067802,0.7679658655013577
253,120.029296875,91.7646484375,38.833984375,986816.4194335938,279675.8205473761,0.6063156531569874
254,120.029296875,91.7646484375,42.955078125,87403.25634765625,232562.37530370563,0.6677707242628468
255,120.029296875,86.4423828125,38.833984375,87403.25634765625,227040.27566072985,0.6972898158387167
256,111.142578125,91.7646484375,38.833984375,87403.25634765625,228822.30393146622,0.6063156531569873
257,111.142578125,86.4423828125,42.955078125,87403.25634765625,216179.98187242908,0.7679658655013575
258,111.142578125,86.4423828125,38.833984375,986816.4194335938,256060.8778030726,0.6972898158387163
259,111.142578125,86.4423828125,38.833984375,87403.25634765625,219674.54378836957,0.6972898158387163
260,125.029296875,84.2646484375,27.955078125,236817.16943359375,258223.41841958862,0.5369199625720417
261,116.142578125,84.2646484375,27.955078125,236817.16943359375,249674.87149931616,0.5369199625720418
262,125.029296875,83.9423828125,27.955078125,236817.16943359375,257380.3658964409,0.5415835425319886
263,125.029296875,84.2646484375,33.833984375,236817.16943359375,250357.61620341853,0.6468294626673935
264,125.029296875,84.2646484375,27.955078125,337403.00634765625,264203.5621149455,0.5369199625720417
265,125.029296875,83.9423828125,33.833984375,337403.00634765625,255294.20390871933,0.6524476946756584
266,116.142578125,84.2646484375,33.833984375,337403.00634765625,247538.32639547053,0.6468294626673936
267,116.142578125,83.9423828125,27.955078125,337403.00634765625,254450.04672752725,0.5415835425319886
268,116.142578125,83.9423828125,33.833984375,236817.16943359375,241272.39234817482,0.6524476946756587
269,116.142578125,83.9423828125,33.833984375,337403.00634765625,246699.43188133131,0.6524476946756587
270,115.029296875,89.2646484375,37.955078125,736816.6694335938,265191.473105646,0.6331675135469398
271,126.142578125,89.2646484375,37.955078125,736816.6694335938,277001.32585311943,0.6331675135469396
272,115.029296875,88.9423828125,37.955078125,736816.6694335938,264381.6613151777,0.6385471265240186
273,115.029296875,89.2646484375,43.833984375,736816.6694335938,259185.18545186074,0.7267521610816093
274,115.029296875,89.2646484375,37.955078125,837402.5063476562,266811.8288847148,0.6331675135469398
275,115.029296875,88.9423828125,43.833984375,837402.5063476562,259966.1493859269,0.7329269020043915
276,126.142578125,89.2646484375,43.833984375,837402.5063476562,272431.3628459373,0.7267521610816091
277,126.142578125,88.9423828125,37.955078125,837402.5063476562,277895.83865381486,0.6385471265240181
278,126.142578125,88.9423828125,43.833984375,736816.6694335938,269908.5957599906,0.7329269020043914
279,126.142578125,88.9423828125,43.833984375,837402.5063476562,271601.0707191518,0.7329269020043914
280,117.529296875,83.0146484375,40.455078125,611816.7944335938,246363.00628045842,0.7948502698090469
281,128.642578125,83.0146484375,40.455078125,611816.7944335938,257169.68017367672,0.7948502698090469
282,117.529296875,92.6923828125,40.455078125,611816.7944335938,270746.1992718144,0.6155362917821584
283,117.529296875,83.0146484375,31.333984375,611816.7944335938,256688.67753600382,0.6208140163524208
284,117.529296875,83.0146484375,40.455078125,462402.88134765625,242907.57600324915,0.7948502698090469
285,117.529296875,92.6923828125,31.333984375,462402.88134765625,277628.8145538146,0.48076168811486975
286,128.642578125,83.0146484375,31.333984375,462402.88134765625,264080.17097799,0.6208140163524211
287,128.642578125,92.6923828125,40.455078125,462402.88134765625,277747.7267557798,0.6155362917821583
288,128.642578125,92.6923828125,31.333984375,611816.7944335938,294191.7154544811,0.4807616881148698
289,128.642578125,92.6923828125,31.333984375,462402.88134765625,289392.05645331927,0.4807616881148698
290,127.529296875,88.0146484375,30.455078125,111817.29443359375,250762.76268742653,0.5284801879343495
291,118.642578125,88.0146484375,30.455078125,111817.29443359375,243093.80105060805,0.5284801879343495
292,127.529296875,87.6923828125,30.455078125,111817.29443359375,250107.960317784,0.5329905862827826
293,127.529296875,88.0146484375,41.333984375,111817.29443359375,238752.47183264952,0.710137078243027
294,127.529296875,88.0146484375,30.455078125,962402.3813476562,288702.6793543603,0.5284801879343495
295,127.529296875,87.6923828125,41.333984375,962402.3813476562,273991.674265526,0.7161978562589216
296,118.642578125,88.0146484375,41.333984375,962402.3813476562,265562.1086552434,0.7101370782430269
297,118.642578125,87.6923828125,30.455078125,962402.3813476562,278028.6540733174,0.5329905862827827
298,118.642578125,87.6923828125,41.333984375,111817.29443359375,230838.46511667967,0.7161978562589215
299,118.642578125,87.6923828125,41.333984375,962402.3813476562,264708.06770410255,0.7161978562589215
300,122.529296875,85.5146484375,35.455078125,861816.5444335938,268046.08423311566,0.6546117668044175
301,113.642578125,85.5146484375,35.455078125,861816.5444335938,258543.68574452805,0.6546117668044175
302,122.529296875,85.1923828125,35.455078125,861816.5444335938,267124.41553087847,0.6602606612989615
303,122.529296875,85.5146484375,26.333984375,861816.5444335938,281287.4949391236,0.48971571001181097
304,122.529296875,85.5146484375,35.455078125,712402.6313476562,265688.41164199513,0.6546117668044175
305,122.529296875,85.1923828125,26.333984375,712402.6313476562,277864.12530446716,0.4939416535686793
306,113.642578125,85.5146484375,26.333984375,712402.6313476562,268984.3066233738,0.4897157100118108
307,113.642578125,85.1923828125,35.455078125,712402.6313476562,255445.1848937929,0.6602606612989614
308,113.642578125,85.1923828125,26.333984375,861816.5444335938,270374.9986837994,0.49394165356867925
